AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,CityId,CityName,CountryId,Country,RegionId,Region,ContinentId,Continent,AttractionType
1317,8937,Temple,Cathedral - Kigali Province,"Main Street, Kigali Province, Rwanda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1318,8937,Beach,Golden Sand Beach - Kigali,"Main Street, Kigali, Rwanda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1319,8937,Temple,Grand Mosque - Kigali,"Main Street, Kigali, Rwanda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1320,8937,Market,Local Bazaar - Kigali,"Main Street, Kigali, Rwanda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1321,8937,Museum,Cultural Heritage Center - Kigali,"Main Street, Kigali, Rwanda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1322,8937,Beach,Sunset Cove - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1323,8937,Park,National Park - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1324,8937,Market,Farmers' Market - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1325,8937,Park,Eco Park - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1326,8937,Temple,Ancient Temple - Karen,"Main Street, Karen, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1327,8937,Park,National Park - Karen,"Main Street, Karen, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1328,8937,Temple,Cathedral - Karen,"Main Street, Karen, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1329,8937,Beach,Golden Sand Beach - Karen,"Main Street, Karen, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1330,8937,Temple,Cathedral - Kenya,"Main Street, Kenya, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1331,8937,Museum,Cultural Heritage Center - Kenya,"Main Street, Kenya, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1332,8937,Beach,Crystal Bay - Kenya,"Main Street, Kenya, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1333,8937,Temple,Grand Mosque - Kenya,"Main Street, Kenya, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1334,8937,Temple,Sacred Shrine - Shimoni,"Main Street, Shimoni, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1335,8937,Temple,Ancient Temple - Shimoni,"Main Street, Shimoni, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1336,8937,Temple,Cathedral - Shimoni,"Main Street, Shimoni, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1337,8937,Museum,History Museum - Shimoni,"Main Street, Shimoni, Kenya",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1338,8937,Market,Local Bazaar - Mauritius,"Main Street, Mauritius, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1339,8937,Park,National Park - Mauritius,"Main Street, Mauritius, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1340,8937,Market,Night Market - Mauritius,"Main Street, Mauritius, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1341,8937,Beach,Paradise Beach - Mauritius,"Main Street, Mauritius, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1342,8937,Market,Farmers' Market - Bel Ombre,"Main Street, Bel Ombre, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1343,8937,Museum,History Museum - Bel Ombre,"Main Street, Bel Ombre, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1344,8937,Market,Flea Market - Bel Ombre,"Main Street, Bel Ombre, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1345,8937,Temple,Grand Mosque - Bel Ombre,"Main Street, Bel Ombre, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1346,8937,Museum,History Museum - Quatre Bornes,"Main Street, Quatre Bornes, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1347,8937,Temple,Sacred Shrine - Quatre Bornes,"Main Street, Quatre Bornes, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1348,8937,Beach,Golden Sand Beach - Quatre Bornes,"Main Street, Quatre Bornes, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1349,8937,Beach,Sunset Cove - Quatre Bornes,"Main Street, Quatre Bornes, Mauritius",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1350,8937,Market,Farmers' Market - Cerf Island,"Main Street, Cerf Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1351,8937,Market,Local Bazaar - Cerf Island,"Main Street, Cerf Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1352,8937,Temple,Cathedral - Cerf Island,"Main Street, Cerf Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1353,8937,Temple,Cathedral - Cerf Island,"Main Street, Cerf Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1354,8937,Market,Night Market - Mahe Island,"Main Street, Mahe Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1355,8937,Temple,Cathedral - Mahe Island,"Main Street, Mahe Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1356,8937,Museum,History Museum - Mahe Island,"Main Street, Mahe Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1357,8937,Temple,Sacred Shrine - Mahe Island,"Main Street, Mahe Island, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1358,8937,Park,Botanical Garden - Victoria,"Main Street, Victoria, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1359,8937,Beach,Sunset Cove - Victoria,"Main Street, Victoria, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1360,8937,Museum,Cultural Heritage Center - Victoria,"Main Street, Victoria, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1361,8937,Museum,Science Museum - Victoria,"Main Street, Victoria, Seychelles",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1362,8937,Market,Night Market - Port Sudan,"Main Street, Port Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1363,8937,Market,Farmers' Market - Port Sudan,"Main Street, Port Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1364,8937,Museum,Science Museum - Port Sudan,"Main Street, Port Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1365,8937,Beach,Sunset Cove - Port Sudan,"Main Street, Port Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1366,8937,Market,Farmers' Market - Sudan,"Main Street, Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1367,8937,Park,Botanical Garden - Sudan,"Main Street, Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1368,8937,Museum,History Museum - Sudan,"Main Street, Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1369,8937,Beach,Golden Sand Beach - Sudan,"Main Street, Sudan, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1370,8937,Beach,Golden Sand Beach - Khartoum,"Main Street, Khartoum, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1371,8937,Park,Botanical Garden - Khartoum,"Main Street, Khartoum, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1372,8937,Beach,Paradise Beach - Khartoum,"Main Street, Khartoum, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1373,8937,Park,Eco Park - Khartoum,"Main Street, Khartoum, Sudan",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1374,8937,Market,Night Market - Arusha,"Main Street, Arusha, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1375,8937,Market,Flea Market - Arusha,"Main Street, Arusha, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1376,8937,Market,Farmers' Market - Arusha,"Main Street, Arusha, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1377,8937,Market,Night Market - Arusha,"Main Street, Arusha, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1378,8937,Beach,Golden Sand Beach - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1379,8937,Temple,Cathedral - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1380,8937,Park,National Park - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1381,8937,Beach,Crystal Bay - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1382,8937,Park,Wildlife Reserve - Zanzibar Island,"Main Street, Zanzibar Island, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1383,8937,Market,Flea Market - Zanzibar Island,"Main Street, Zanzibar Island, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1384,8937,Beach,Crystal Bay - Zanzibar Island,"Main Street, Zanzibar Island, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1385,8937,Beach,Golden Sand Beach - Zanzibar Island,"Main Street, Zanzibar Island, Tanzania",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1386,8937,Temple,Sacred Shrine - Kampala,"Main Street, Kampala, Uganda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1387,8937,Temple,Grand Mosque - Kampala,"Main Street, Kampala, Uganda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1388,8937,Park,Botanical Garden - Kampala,"Main Street, Kampala, Uganda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1389,8937,Beach,Crystal Bay - Kampala,"Main Street, Kampala, Uganda",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1390,8937,Beach,Sunset Cove - Lusaka,"Main Street, Lusaka, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1391,8937,Museum,Cultural Heritage Center - Lusaka,"Main Street, Lusaka, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1392,8937,Museum,Art Gallery - Lusaka,"Main Street, Lusaka, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1393,8937,Temple,Ancient Temple - Lusaka,"Main Street, Lusaka, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1394,8937,Museum,History Museum - Victoria Falls,"Main Street, Victoria Falls, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1395,8937,Beach,Golden Sand Beach - Victoria Falls,"Main Street, Victoria Falls, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1396,8937,Museum,Cultural Heritage Center - Victoria Falls,"Main Street, Victoria Falls, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1397,8937,Park,National Park - Victoria Falls,"Main Street, Victoria Falls, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1398,8937,Market,Flea Market - Solwezi,"Main Street, Solwezi, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1399,8937,Temple,Grand Mosque - Solwezi,"Main Street, Solwezi, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1400,8937,Museum,Science Museum - Solwezi,"Main Street, Solwezi, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1401,8937,Park,Eco Park - Solwezi,"Main Street, Solwezi, Zambia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1402,8937,Market,Local Bazaar - Harare,"Main Street, Harare, Zimbabwe",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1403,8937,Beach,Golden Sand Beach - Harare,"Main Street, Harare, Zimbabwe",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1404,8937,Museum,Science Museum - Harare,"Main Street, Harare, Zimbabwe",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1405,8937,Museum,History Museum - Harare,"Main Street, Harare, Zimbabwe",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1406,8937,Beach,Paradise Beach - Algiers,"Main Street, Algiers, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1407,8937,Beach,Crystal Bay - Algiers,"Main Street, Algiers, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1408,8937,Market,Flea Market - Algiers,"Main Street, Algiers, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1409,8937,Temple,Ancient Temple - Algiers,"Main Street, Algiers, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1410,8937,Park,Eco Park - Oran,"Main Street, Oran, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1411,8937,Beach,Golden Sand Beach - Oran,"Main Street, Oran, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1412,8937,Museum,Cultural Heritage Center - Oran,"Main Street, Oran, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1413,8937,Market,Farmers' Market - Oran,"Main Street, Oran, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1414,8937,Museum,Art Gallery - Alger,"Main Street, Alger, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1415,8937,Market,Night Market - Alger,"Main Street, Alger, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1416,8937,Market,Night Market - Alger,"Main Street, Alger, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1417,8937,Park,Botanical Garden - Alger,"Main Street, Alger, Algeria",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1418,8937,Temple,Cathedral - Ad Duqqi,"Main Street, Ad Duqqi, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1419,8937,Temple,Sacred Shrine - Ad Duqqi,"Main Street, Ad Duqqi, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1420,8937,Beach,Paradise Beach - Ad Duqqi,"Main Street, Ad Duqqi, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1421,8937,Beach,Golden Sand Beach - Ad Duqqi,"Main Street, Ad Duqqi, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1422,8937,Temple,Ancient Temple - Al Rehab,"Main Street, Al Rehab, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1423,8937,Market,Flea Market - Al Rehab,"Main Street, Al Rehab, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1424,8937,Park,Botanical Garden - Al Rehab,"Main Street, Al Rehab, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1425,8937,Park,Botanical Garden - Al Rehab,"Main Street, Al Rehab, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1426,8937,Market,Flea Market - El Alamein,"Main Street, El Alamein, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1427,8937,Market,Local Bazaar - El Alamein,"Main Street, El Alamein, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1428,8937,Temple,Grand Mosque - El Alamein,"Main Street, El Alamein, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1429,8937,Museum,History Museum - El Alamein,"Main Street, El Alamein, Egypt",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1430,8937,Temple,Cathedral - Oujda,"Main Street, Oujda, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1431,8937,Museum,Cultural Heritage Center - Oujda,"Main Street, Oujda, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1432,8937,Temple,Grand Mosque - Oujda,"Main Street, Oujda, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1433,8937,Beach,Crystal Bay - Oujda,"Main Street, Oujda, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1434,8937,Market,Farmers' Market - Chefchaouen,"Main Street, Chefchaouen, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1435,8937,Museum,Art Gallery - Chefchaouen,"Main Street, Chefchaouen, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1436,8937,Museum,Art Gallery - Chefchaouen,"Main Street, Chefchaouen, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1437,8937,Museum,Art Gallery - Chefchaouen,"Main Street, Chefchaouen, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1438,8937,Temple,Sacred Shrine - Merzouga,"Main Street, Merzouga, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1439,8937,Temple,Sacred Shrine - Merzouga,"Main Street, Merzouga, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1440,8937,Park,Wildlife Reserve - Merzouga,"Main Street, Merzouga, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1441,8937,Museum,Art Gallery - Merzouga,"Main Street, Merzouga, Morocco",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1442,8937,Museum,Science Museum - Bizerte,"Main Street, Bizerte, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1443,8937,Beach,Crystal Bay - Bizerte,"Main Street, Bizerte, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1444,8937,Museum,Art Gallery - Bizerte,"Main Street, Bizerte, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1445,8937,Park,National Park - Bizerte,"Main Street, Bizerte, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1446,8937,Museum,Art Gallery - Carthage,"Main Street, Carthage, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1447,8937,Market,Night Market - Carthage,"Main Street, Carthage, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1448,8937,Market,Local Bazaar - Carthage,"Main Street, Carthage, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1449,8937,Temple,Ancient Temple - Carthage,"Main Street, Carthage, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1450,8937,Beach,Crystal Bay - Tunis,"Main Street, Tunis, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1451,8937,Museum,History Museum - Tunis,"Main Street, Tunis, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1452,8937,Beach,Sunset Cove - Tunis,"Main Street, Tunis, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1453,8937,Temple,Sacred Shrine - Tunis,"Main Street, Tunis, Tunisia",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1454,8937,Temple,Grand Mosque - Luanda,"Main Street, Luanda, Angola",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1455,8937,Temple,Sacred Shrine - Luanda,"Main Street, Luanda, Angola",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
1456,8937,Beach,Sunset Cove - Luanda,"Main Street, Luanda, Angola",8937,Street,163,United Kingdom,21,Western Europe,5,Europe,Other
